ID DEPATAMENTO,DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,ID LOCALIDAD,LOCALIDAD,AÑO SERVICIO,MES SERVICIO,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,DÍA DE DEMANDA MÁXIMA,FECHA DE DEMANDA MÁXIMA,PROMEDIO DIARIO EN HORAS
99,VICHADA,99001,PUERTO CARREÑO,99001002,CASUARITO (PUERTO CARREÑO - VICHADA),2022,4,"24,941","9,541",118.62,martes,04/19/2022 11:45:00 AM,8.73
99,VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2022,4,"2,501,259","800,671","5,051.2",viernes,04/01/2022 02:30:00 PM,23.97
99,VICHADA,99624,SANTA ROSALÍA,99624000,SANTA ROSALÍA (SANTA ROSALÍA - VICHADA),2022,4,"146,203","73,686",364.7,viernes,04/01/2022 06:45:00 PM,17.9
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2022,5,"3,723,714","1,110,516","7,146.8",miércoles,05/11/2022 02:30:00 PM,24
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2022,5,"110,906","39,659",224.4,miércoles,05/11/2022 06:30:00 PM,24
91,AMAZONAS,91798,TARAPACÁ (ANM),91798000,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2022,5,"23,816","10,652",88.13,lunes,05/09/2022 07:00:00 PM,10.43
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873002,VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2022,5,"3,577",478,34.21,domingo,05/01/2022 07:45:00 PM,6.12
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA,88564000,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2022,5,"1,125,939","278,914","1,888.11",jueves,05/26/2022 08:45:00 PM,24
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRÉS,88001000,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2022,5,"17,797,916","4,720,668","30,430.83",martes,05/10/2022 03:30:00 PM,24
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001037,ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR),2022,5,"7,082","2,825",22.34,martes,05/17/2022 09:45:00 PM,14.62
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001017,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2022,5,"13,696","4,346",38.78,martes,05/10/2022 09:45:00 PM,14.18
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,18150001,REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2022,5,"17,111","8,453",92.62,sábado,05/21/2022 06:30:00 PM,8.02
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,18150002,SANTA FE DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2022,5,"3,599","1,804",39.6,domingo,05/01/2022 06:30:00 PM,3.82
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2022,5,"12,550","3,979",41.23,sábado,05/21/2022 07:30:00 PM,15.43
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753015,GUAYABAL (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2022,5,"6,389","3,050",37.44,lunes,05/16/2022 06:30:00 PM,7.12
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO (TRINIDAD - CASANARE),2022,5,"13,744","7,767",111.42,miércoles,05/18/2022 11:15:00 AM,6
19,CAUCA,19318,GUAPI,19318008,LIMONES (GUAPI - CAUCA),2022,5,"8,949","4,217",39.52,domingo,05/08/2022 01:00:00 PM,9.8
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUÍ (GUAPI - CAUCA),2022,5,"11,916","4,987",49.94,martes,05/31/2022 08:00:00 PM,9.55
19,CAUCA,19418,LÓPEZ DE MICAY,19418038,ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA),2022,5,"2,889","1,383",24.1,sábado,05/14/2022 06:30:00 PM,5.15
19,CAUCA,19418,LÓPEZ DE MICAY,19418009,NOANAMITO (LÓPEZ DE MICAY - CAUCA),2022,5,"6,369","1,818",44,martes,05/31/2022 07:00:00 PM,5.75
19,CAUCA,19418,LÓPEZ DE MICAY,19418012,SAN ANTONIO DE CHUARÉ (LÓPEZ DE MICAY - CAUCA),2022,5,"10,368","3,716",61.63,domingo,05/01/2022 06:45:00 PM,6.48
19,CAUCA,19418,LÓPEZ DE MICAY,19418015,SAN ISIDRO (LÓPEZ DE MICAY - CAUCA),2022,5,"1,188",603,8.32,martes,05/03/2022 07:15:00 PM,7.15
19,CAUCA,19418,LÓPEZ DE MICAY,19418019,ZARAGOZA (LOPEZ DE MICAY - CAUCA),2022,5,"7,305","2,807",52.22,domingo,05/08/2022 07:15:00 PM,6.4
19,CAUCA,19809,TIMBIQUÍ,19809014,CHACÓN (TIMBIQUÍ - CAUCA),2022,5,"4,516","1,432",28.11,viernes,05/27/2022 08:00:00 PM,6.52
19,CAUCA,19809,TIMBIQUÍ,19809003,COTEJE (TIMBIQUÍ - CAUCA),2022,5,"6,577","4,898",32.08,lunes,05/30/2022 07:15:00 PM,8.02
19,CAUCA,19809,TIMBIQUÍ,19809026,LOS BRAZOS (TIMBIQUÍ - CAUCA),2022,5,"8,099","1,696",44.4,martes,05/03/2022 07:15:00 PM,7.28
19,CAUCA,19809,TIMBIQUÍ,19809023,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2022,5,"29,180","14,604",173.18,domingo,05/29/2022 07:15:00 PM,6.65
19,CAUCA,19809,TIMBIQUÍ,19809008,SANTA MARÍA (TIMBIQUÍ - CAUCA),2022,5,"12,262","5,108",71.49,sábado,05/07/2022 08:00:00 PM,7
27,CHOCÓ,27006,ACANDÍ,27006007,SAN FRANCISCO (ACANDÍ - CHOCÓ),2022,5,"2,590","1,089",31.78,martes,05/24/2022 08:45:00 PM,3.58
27,CHOCÓ,27025,ALTO BAUDÓ (PIE DE PATO),27025000,CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ),2022,5,"47,152","15,698",129.01,jueves,05/19/2022 07:30:00 PM,23.23
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075000,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2022,5,"714,719","260,059","1,380.28",miércoles,05/25/2022 07:15:00 PM,23.88
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075001,CUPICA (BAHÍA SOLANO - CHOCÓ),2022,5,"72,895","25,205",167.27,viernes,05/27/2022 06:45:00 PM,23.92
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075002,EL VALLE (BAHÍA SOLANO - CHOCÓ),2022,5,"164,833","68,266",344.26,martes,05/03/2022 08:00:00 PM,23.87
27,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077011,PILIZA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2022,5,"6,763","6,146",35.2,lunes,05/16/2022 07:00:00 PM,7.82
27,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077000,PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2022,5,"218,269","100,015",469.92,miércoles,05/11/2022 07:00:00 PM,22.23
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2022,5,"81,611","23,560",261.12,lunes,05/09/2022 06:45:00 PM,14.18
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099002,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2022,5,"10,591","5,672",60.8,lunes,05/16/2022 07:00:00 PM,8.2
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250002,CUCURRUPÍ (EL LITORAL DEL SAN JUAN - CHOCÓ),2022,5,"3,318",917,20.35,viernes,05/20/2022 05:30:00 PM,6.27
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250914,TOGOROMA PLAYA (EL LITORAL DEL SAN JUAN - CHOCÓ),2022,5,895,240,7.95,jueves,05/19/2022 06:30:00 PM,5.02
27,CHOCÓ,27372,JURADÓ,27372000,JURADÓ (JURADÓ - CHOCÓ),2022,5,"173,706","73,275",324.48,lunes,05/30/2022 07:15:00 PM,23.93
27,CHOCÓ,27425,MEDIO ATRATO (BETÉ),27425000,BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ),2022,5,"16,854","9,058",64,lunes,05/02/2022 07:00:00 PM,12.48
27,CHOCÓ,27495,NUQUÍ,27495912,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2022,5,"5,725","1,723",11.42,lunes,05/02/2022 07:15:00 PM,23.02
27,CHOCÓ,27495,NUQUÍ,27495000,NUQUÍ (NUQUÍ - CHOCÓ),2022,5,"257,578","105,758",508.64,viernes,05/27/2022 07:00:00 PM,23.6
27,CHOCÓ,27495,NUQUÍ,27495011,PUERTO JAGUA (NUQUÍ - CHOCÓ),2022,5,847,420,4.66,miércoles,05/25/2022 07:30:00 PM,7.92
27,CHOCÓ,27001,QUIBDÓ,27001029,TAGACHI (QUIBDÓ - CHOCÓ),2022,5,"6,141","2,262",54.48,lunes,05/09/2022 07:30:00 PM,5.5
27,CHOCÓ,27800,UNGUÍA,27800001,BALBOA (UNGUÍA - CHOCÓ),2022,5,"21,873","8,265",89.37,domingo,05/01/2022 08:15:00 PM,10.25
27,CHOCÓ,27800,UNGUÍA,27800005,TITUMATE (UNGUÍA - CHOCÓ),2022,5,"17,922","4,439",104.02,domingo,05/01/2022 07:15:00 PM,8.17
27,CHOCÓ,27800,UNGUÍA,27800000,UNGUÍA (UNGUÍA - CHOCÓ),2022,5,"430,371","143,541",902.35,jueves,05/12/2022 09:15:00 PM,22.4
94,GUAINÍA,94343,BARRANCOMINAS,94343000,BARRANCOMINAS (BARRANCOMINAS - GUAINÍA),2022,5,"67,155","18,386",181.57,martes,05/03/2022 06:45:00 PM,16.32
94,GUAINÍA,94001,INÍRIDA,94001000,INÍRIDA (INÍRIDA - GUAINÍA),2022,5,"1,920,999","645,033","3,836.8",martes,05/03/2022 02:30:00 PM,24
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES (MIRAFLORES - GUAVIARE),2022,5,"90,318","31,378",206.36,jueves,05/12/2022 07:15:00 PM,19.33
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH (URIBIA - LA GUAJIRA),2022,5,"45,811",0,189.74,miércoles,05/18/2022 07:15:00 PM,12.1
47,MAGDALENA,47189,CIÉNAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2022,5,"76,093","26,666",172.93,sábado,05/21/2022 08:00:00 PM,21.15
52,NARIÑO,52250,EL CHARCO,52250023,BAZÁN (EL CHARCO - NARIÑO),2022,5,"20,063","7,394",100.8,martes,05/24/2022 06:45:00 PM,7.92
52,NARIÑO,52250,EL CHARCO,52250005,LAS MERCEDES (EL CHARCO - NARIÑO),2022,5,"1,836",589,12.86,jueves,05/26/2022 08:45:00 PM,5.72
52,NARIÑO,52250,EL CHARCO,52250007,SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO),2022,5,"14,134","3,676",80,martes,05/17/2022 05:45:00 PM,8.63
52,NARIÑO,52520,FRANCISCO PIZARRO,52520013,SAN PEDRO DEL VINO (FRANCISCO PIZARRO - NARIÑO),2022,5,"4,682","2,405",28.51,sábado,05/21/2022 08:00:00 PM,6.83
52,NARIÑO,52390,LA TOLA,52390005,AGUACATAL (LA TOLA - NARIÑO),2022,5,672,185,11.92,martes,05/31/2022 07:15:00 PM,2.38
52,NARIÑO,52390,LA TOLA,52390013,AMÁRALES (LA TOLA - NARIÑO),2022,5,"7,231","3,115",43.3,jueves,05/26/2022 07:00:00 PM,7.33
52,NARIÑO,52390,LA TOLA,52390003,LA VIGÍA DE LA MAR (LA TOLA - NARIÑO),2022,5,"6,234","2,416",31.48,domingo,05/08/2022 12:15:00 PM,8.5
52,NARIÑO,52390,LA TOLA,52390009,MULATOS (LA TOLA - NARIÑO),2022,5,"4,427","2,217",35.97,lunes,05/16/2022 05:30:00 PM,6.32
52,NARIÑO,52390,LA TOLA,52390016,SAN PABLO DEL MAR (LA TOLA - NARIÑO),2022,5,"3,961","1,232",28.19,martes,05/17/2022 06:45:00 PM,6.02
52,NARIÑO,52473,MOSQUERA,52473010,EL BAJITO DE ECHANDÍA (MOSQUERA - NARIÑO),2022,5,"3,073",671,11.98,jueves,05/26/2022 11:15:00 AM,10.82
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835055,BOCAS DE CURAY (TUMACO - NARIÑO),2022,5,"7,885","2,500",55.2,martes,05/31/2022 07:30:00 PM,6.1
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835217,SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO),2022,5,"20,640","7,946",121.6,martes,05/03/2022 06:45:00 PM,7.87
52,NARIÑO,52696,SANTA BÁRBARA (ISCUANDÉ),52696014,LA ENSENADA (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2022,5,"3,063","4,831",21.95,jueves,05/26/2022 07:30:00 PM,5.35
52,NARIÑO,52696,SANTA BÁRBARA (ISCUANDÉ),52696022,SECADERO (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2022,5,"3,048","1,160",14.28,jueves,05/26/2022 07:15:00 PM,9.07
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,86573009,PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO),2022,5,"3,728","1,627",25.6,domingo,05/22/2022 07:00:00 PM,6.25
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,86573000,PUERTO LEGUÍZAMO (PUERTO LEGUÍZAMO - PUTUMAYO),2022,5,"982,942","318,175","1,951.49",martes,05/03/2022 03:00:00 PM,23.98
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2022,5,"81,388","28,005",213.84,domingo,05/01/2022 08:30:00 PM,15.63
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2022,5,"6,098","2,552",33.63,viernes,05/27/2022 11:45:00 AM,8
97,VAUPÉS,97161,CARURÚ,97161000,CARURÚ (CARURÚ - VAUPÉS),2022,5,"28,056","8,460",96.54,miércoles,05/11/2022 06:00:00 PM,12.45
97,VAUPÉS,97001,MITÚ,97001000,MITÚ (MITÚ - VAUPÉS),2022,5,"1,353,815","391,911","2,795.89",miércoles,05/04/2022 12:00:00 PM,24
97,VAUPÉS,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2022,5,"33,234","9,974",126.46,miércoles,05/11/2022 06:30:00 PM,11.22
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO (CUMARIBO - VICHADA),2022,5,"324,080","137,209",700.48,martes,05/03/2022 03:00:00 PM,23.93
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA (LA PRIMAVERA - VICHADA),2022,5,"353,229","137,702",711.51,miércoles,05/04/2022 06:30:00 PM,23.97
99,VICHADA,99001,PUERTO CARREÑO,99001002,CASUARITO (PUERTO CARREÑO - VICHADA),2022,5,"24,622","9,578",120.38,miércoles,05/04/2022 12:30:00 PM,8.6
99,VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2022,5,"2,447,966","827,054","4,837.36",miércoles,05/04/2022 02:15:00 PM,23.97
99,VICHADA,99624,SANTA ROSALÍA,99624000,SANTA ROSALÍA (SANTA ROSALÍA - VICHADA),2022,5,"144,726","73,964",363.5,miércoles,05/04/2022 06:30:00 PM,18.4
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2022,6,"3,575,767","1,065,568","7,233.6",jueves,06/23/2022 02:30:00 PM,24
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2022,6,"104,812","36,619",224.2,jueves,06/30/2022 06:45:00 PM,23.95
91,AMAZONAS,91798,TARAPACÁ (ANM),91798000,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2022,6,"22,160","10,472",89,martes,06/21/2022 02:45:00 PM,10.43
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873002,VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2022,6,"4,622",545,41.6,martes,06/21/2022 05:15:00 PM,6.45
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA,88564000,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2022,6,"1,056,205","261,734","1,983.3",miércoles,06/29/2022 09:15:00 PM,24
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRÉS,88001000,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2022,6,"16,330,600","4,428,871","29,697.1",miércoles,06/08/2022 03:30:00 PM,24
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001007,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2022,6,"52,039","24,778",179.3,jueves,06/23/2022 11:00:00 PM,12.68
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001037,ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR),2022,6,"6,662","2,473",23.7,jueves,06/23/2022 10:00:00 PM,13.98
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001017,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2022,6,"12,585","3,947",38.4,miércoles,06/29/2022 09:30:00 PM,13.73
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,18150001,REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2022,6,"16,113","8,181",87.8,viernes,06/03/2022 06:45:00 PM,8.07
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,18150002,SANTA FE DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2022,6,"3,731","1,864",41.6,jueves,06/09/2022 06:45:00 PM,4.27
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2022,6,"13,567","4,441",41.8,lunes,06/27/2022 07:30:00 PM,18.15
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753015,GUAYABAL (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2022,6,"5,878","2,779",37.9,domingo,06/05/2022 10:30:00 AM,6.63
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO (TRINIDAD - CASANARE),2022,6,"13,194","7,595",94.2,martes,06/28/2022 06:30:00 PM,6.2
19,CAUCA,19318,GUAPI,19318008,LIMONES (GUAPI - CAUCA),2022,6,"7,833","3,788",35,miércoles,06/01/2022 07:30:00 PM,9.82
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUÍ (GUAPI - CAUCA),2022,6,"11,513","5,520",49,miércoles,06/08/2022 07:45:00 PM,9.55
19,CAUCA,19418,LÓPEZ DE MICAY,19418038,ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA),2022,6,"3,459","1,632",21.9,viernes,06/10/2022 06:15:00 PM,6.78
19,CAUCA,19418,LÓPEZ DE MICAY,19418009,NOANAMITO (LÓPEZ DE MICAY - CAUCA),2022,6,"6,867","2,021",44,miércoles,06/01/2022 06:30:00 PM,6.62
19,CAUCA,19418,LÓPEZ DE MICAY,19418012,SAN ANTONIO DE CHUARÉ (LÓPEZ DE MICAY - CAUCA),2022,6,"8,248","2,683",59.7,jueves,06/09/2022 07:00:00 PM,7.8
19,CAUCA,19418,LÓPEZ DE MICAY,19418019,ZARAGOZA (LOPEZ DE MICAY - CAUCA),2022,6,"4,981","1,880",47.4,sábado,06/11/2022 06:45:00 PM,4.38
19,CAUCA,19809,TIMBIQUÍ,19809014,CHACÓN (TIMBIQUÍ - CAUCA),2022,6,"4,233","1,293",27.9,jueves,06/09/2022 07:15:00 PM,6.4
19,CAUCA,19809,TIMBIQUÍ,19809010,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2022,6,"2,433",916,26.1,sábado,06/11/2022 07:00:00 PM,3.87
19,CAUCA,19809,TIMBIQUÍ,19809003,COTEJE (TIMBIQUÍ - CAUCA),2022,6,"6,034","4,499",31.7,martes,06/07/2022 07:30:00 PM,7.7
19,CAUCA,19809,TIMBIQUÍ,19809026,LOS BRAZOS (TIMBIQUÍ - CAUCA),2022,6,"7,685","1,580",41,miércoles,06/01/2022 06:00:00 PM,7.43
19,CAUCA,19809,TIMBIQUÍ,19809023,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2022,6,"27,313","13,763",169.1,miércoles,06/08/2022 07:30:00 PM,6.45
19,CAUCA,19809,TIMBIQUÍ,19809008,SANTA MARÍA (TIMBIQUÍ - CAUCA),2022,6,"12,224","5,201",70.1,miércoles,06/08/2022 06:45:00 PM,7.38
19,CAUCA,19809,TIMBIQUÍ,19809009,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2022,6,"3,959","2,173",25,sábado,06/04/2022 07:30:00 PM,6.73
27,CHOCÓ,27025,ALTO BAUDÓ (PIE DE PATO),27025000,CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ),2022,6,"43,555","14,905",108.3,sábado,06/04/2022 11:45:00 AM,24
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075001,CUPICA (BAHÍA SOLANO - CHOCÓ),2022,6,"66,925","23,714",150,viernes,06/03/2022 07:30:00 PM,23.68
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075002,EL VALLE (BAHÍA SOLANO - CHOCÓ),2022,6,"154,438","63,802",326.3,miércoles,06/29/2022 07:30:00 PM,23.85
27,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077011,PILIZA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2022,6,"5,760","4,579",35.2,martes,06/07/2022 06:30:00 PM,6.75
27,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077000,PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2022,6,"207,574","94,136",492.6,miércoles,06/08/2022 07:00:00 PM,22.77
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2022,6,"94,094","27,441",226.9,viernes,06/03/2022 07:45:00 PM,17.7
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099002,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2022,6,"10,777","5,754",57.6,lunes,06/06/2022 07:15:00 PM,8.8
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099005,NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2022,6,"8,914","2,289",60.8,sábado,06/04/2022 06:45:00 PM,6
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250002,CUCURRUPÍ (EL LITORAL DEL SAN JUAN - CHOCÓ),2022,6,"3,078",946,20.1,miércoles,06/08/2022 07:00:00 PM,6.23
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250914,TOGOROMA PLAYA (EL LITORAL DEL SAN JUAN - CHOCÓ),2022,6,984,235,7.5,miércoles,06/01/2022 07:15:00 PM,5.58
27,CHOCÓ,27372,JURADÓ,27372000,JURADÓ (JURADÓ - CHOCÓ),2022,6,"156,651","68,498",286.6,miércoles,06/15/2022 07:30:00 PM,23.87
27,CHOCÓ,27425,MEDIO ATRATO (BETÉ),27425000,BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ),2022,6,"14,249","7,518",56,miércoles,06/22/2022 07:30:00 PM,12.03
27,CHOCÓ,27495,NUQUÍ,27495912,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2022,6,"7,868","1,762",11.4,jueves,06/02/2022 06:15:00 PM,23.8
27,CHOCÓ,27495,NUQUÍ,27495000,NUQUÍ (NUQUÍ - CHOCÓ),2022,6,"242,342","95,501",484,sábado,06/04/2022 08:00:00 PM,23.93
27,CHOCÓ,27495,NUQUÍ,27495011,PUERTO JAGUA (NUQUÍ - CHOCÓ),2022,6,742,379,4.8,jueves,06/30/2022 07:15:00 PM,6.68
27,CHOCÓ,27001,QUIBDÓ,27001029,TAGACHI (QUIBDÓ - CHOCÓ),2022,6,"5,703","2,049",50.4,sábado,06/25/2022 12:30:00 PM,5.27
27,CHOCÓ,27800,UNGUÍA,27800001,BALBOA (UNGUÍA - CHOCÓ),2022,6,"19,962","8,206",90.9,viernes,06/10/2022 08:30:00 PM,10.03
27,CHOCÓ,27800,UNGUÍA,27800005,TITUMATE (UNGUÍA - CHOCÓ),2022,6,"16,907","4,374",89.8,viernes,06/17/2022 07:00:00 PM,8.85
27,CHOCÓ,27800,UNGUÍA,27800000,UNGUÍA (UNGUÍA - CHOCÓ),2022,6,"391,559","133,588",867.5,viernes,06/03/2022 08:30:00 PM,22.35
94,GUAINÍA,94343,BARRANCOMINAS,94343000,BARRANCOMINAS (BARRANCOMINAS - GUAINÍA),2022,6,"63,193","17,154",187.6,miércoles,06/29/2022 06:30:00 PM,16.33
94,GUAINÍA,94001,INÍRIDA,94001000,INÍRIDA (INÍRIDA - GUAINÍA),2022,6,"1,777,295","595,336","3,563.1",jueves,06/09/2022 03:00:00 PM,24
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES (MIRAFLORES - GUAVIARE),2022,6,"83,248","29,949",208.1,jueves,06/02/2022 07:00:00 PM,19.22
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH (URIBIA - LA GUAJIRA),2022,6,"44,110","11,665",190.1,lunes,06/13/2022 08:00:00 PM,11.83
47,MAGDALENA,47189,CIÉNAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2022,6,"84,901","28,344",173.2,domingo,06/26/2022 08:00:00 AM,22.05
52,NARIÑO,52250,EL CHARCO,52250023,BAZÁN (EL CHARCO - NARIÑO),2022,6,"18,800","6,784",96,viernes,06/03/2022 06:45:00 PM,8
52,NARIÑO,52250,EL CHARCO,52250007,SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO),2022,6,"10,776","3,662",56,miércoles,06/01/2022 07:00:00 PM,7.92
52,NARIÑO,52520,FRANCISCO PIZARRO,52520013,SAN PEDRO DEL VINO (FRANCISCO PIZARRO - NARIÑO),2022,6,"4,341","2,312",29.9,jueves,06/16/2022 06:00:00 PM,6.75
52,NARIÑO,52390,LA TOLA,52390005,AGUACATAL (LA TOLA - NARIÑO),2022,6,"2,158",610,12.2,sábado,06/11/2022 04:45:00 PM,7.87
